source_lang,source_word,target_lang,target_word
French,craindre; peur,Gor,66Î
French,craindre; peur,Gulay,bs Î
French,craindre; peur,Kaba_Na,belé
French,craindre; peur,Kaba,BE {
French,craindre; peur,Laka,BS {
French,craindre; peur,Mbay,65i
French,craindre; peur,Mango,Bs Î
French,craindre; peur,Nar,65Î:NgT-651
French,craindre; peur,Ngambay,6s Î : sr=b5i
French,crapaud,Bebote,£-ngàgi-d1
French,crapaud,Bediondo,kàz
French,crapaud,Daba,Kkèàr
French,crapaud,Gor,kèn
French,crapaud,Gulay,kàra
French,crapaud,Kaba,$-nginay
French,crapaud,Laka,£-bôdéro
French,crapaud,Mbay,kàr
French,crapaud,Mango,ngébètrè
French,crapaud,Nar,kèra-bôté
French,crapaud,Ngambay,ngir-bèdirè
French,crapaud,Sar,kèra
French,crapaud,Ngam,kàr
French,crépir,Gulay,tiyé
French,crépir,Laka,rong#
French,crépir,Mbay,d0
French,crépir,Nar,lông
French,crépir,Sar,ù
French,creuser,Bebote,ùr
French,creuser,Bediondo,ndSr : Do=ùd
French,creuser,Gor,ùr
French,creuser,Gulay,nd8r
French,creuser,Kaba_Na,dri
French,creuser,Kaba,üùrù
French,creuser,Mbay,ùr
French,creuser,Mango,ùr
French,creuser,Nar,nder
French,creuser,Ngambay,ù
French,creuser,Sar,nder
French,creuser,Ngam,nder
French,cri d'alarme des femmes,Gulay,ûw-wiy
French,cri d'alarme des femmes,Kaba_Na,ûs
French,cri d'alarme des femmes,Mbay,w 1 y
French,crier,Bebote,n5©
French,crier,Daba,n0o
French,crier,Gor,n0
French,crier,Gulay,no
French,crier,Kaba_Na,t{1
French,crier,Kaba,Kk1I
French,crier,Laka,nS
French,crier,Mbay,kGo
French,crier,Mango,"£-küÿ,"
French,crier,Nar,n0
French,crier,Ngambay,no
French,crinière,Bediondo,bôlè
French,crinière,Gor,wèlè
French,crinière,Gulay,wül
French,crinière,Kaba_Na,b11)
French,crinière,Laka,wolè
French,- Langues Sara,Mango,wdl
French,- Langues Sara,Nar,Bd1d
French,- Langues Sara,Ngambay,wôl
French,- Langues Sara,Sar,wôl
French,criquet dévastateur,Bediondo,$-bèté
French,criquet dévastateur,Gulay,k£i-bèté
French,criquet dévastateur,Laka,£-bèdé : Mh=k£-bèt#
French,criquet dévastateur,Mango,f-béte
French,criquet dévastateur,Nar,gà-kère
French,crocodile,Bebote,mà
French,crocodile,Bediondo,"màrà,màrèim"
French,crocodile,Daba,mar
French,crocodile,Gor,mar
French,crocodile,Gulay,màrà
French,crocodile,Kaba_Na,k{-Fàlè
French,crocodile,Kaba,màr
French,crocodile,Laka,màr
French,crocodile,Mango,mà
French,crocodile,Ngambay,mèàr
French,crocodile,Sar,màr
French,croquer,Bebote,ngè
French,croquer,Gor,ngèr
French,croquer,Gulay,kdk£1 : Mhb=ngdr
French,croquer,Mango,ngè
French,croquer,Nar,ngoro
French,croquer,Ngambay,ngèr
French,croquer,Sar,ngùr
French,croquer,Ngam,ngôr
French,cuire,Bebote,ndir
French,cuire,Bediondo,ndaà
French,cuire,Daba,nj1ir
French,cuire,Gor,nd1ir
French,cuire,Gulay,ndir
French,cuire,Kaba_Na,ndèri
French,cuire,Kaba,njtri
French,cuire,Laka,n1r
French,cuire,Mbay,ndir
French,cuire,Mango,ndir
French,cuire,Nar,ndir
French,cuire,Ngambay,nd1ir
French,cuire,Sar,ndir
French,cuire,Ngam,nd1r
French,cuire [la sauce longue],Bebote,kül
French,cuire [la sauce longue],Bediondo,kül
French,cuire [la sauce longue],Daba,kül
French,cuire [la sauce longue],Gor,küûl
French,cuire [la sauce longue],Gulay,kül
French,cuire [la sauce longue],Kaba,kül
French,cuire [la sauce longue],Laka,kül
French,cuire [la sauce longue],Mango,kül
French,cuire [la sauce longue],Nar,küûl
French,cuire [la sauce longue],Ngambay,küûl
French,cuire [la sauce longue],Sar,kül
French,cuisine,Mbay,gàr
French,cuisine,Mango,kéy-pàkà
French,cuisine,Nar,gàrà
French,cuisine,Sar,gàr
French,cuisse,Bebote,bèing#
French,cuisse,Bediondo,bèng#
French,cuisse,Daba,baäng
French,cuisse,Gor,bingz
French,cuisse,Gulay,bing
French,cuisse,Kaba_Na,bôli
French,cuisse,Kaba,birng
French,cuisse,Laka,bingi
French,cuisse,Mbay,bing
French,cuisse,Mango,bing
French,cuisse,Nar,bür
French,cuisse,Ngambay,bing
French,cuisse,Sar,bür
French,cuisse,Ngam,bing#
French,"cuit, à point : être",Bebote,èd#
French,"cuit, à point : être",Bediondo,Èdx
French,"cuit, à point : être",Daba,èd
French,"cuit, à point : être",Gor,èdx
French,"cuit, à point : être",Gulay,id#
French,"cuit, à point : être",Kaba_Na,kéjt
French,"cuit, à point : être",Kaba,èr
French,"cuit, à point : être",Laka,èFr
French,"cuit, à point : être",Mbay,èdz
French,"cuit, à point : être",Mango,id#
French,"cuit, à point : être",Nar,id#
French,"cuit, à point : être",Ngambay,èr
French,"cuit, à point : être",Sar,idz
French,cultiver,Bebote,nd35
French,cultiver,Bediondo,ndàr
French,cultiver,Daba,nds
French,cultiver,Gor,ndà5
French,cultiver,Gulay,ndàr
French,cultiver,Kaba_Na,njàka
French,cultiver,Kaba,ndd5
French,cultiver,Laka,ndà
French,cultiver,Mbay,nd35
French,cultiver,Mango,nddr
French,cultiver,Nar,ndr
French,cultiver,Ngambay,ndà5
French,cultiver,Sar,ndèr
French,cultiver,Ngam,ndèr
French,cynocéphale,Bebote,màdi
French,cynocéphale,Bediondo,màdi
French,cynocéphale,Daba,màd
French,cynocéphale,Gor,màdi
French,cynocéphale,Gulay,Pèt:-màdèr
French,cynocéphale,Kaba_Na,màdà
French,cynocéphale,Kaba,bàngiràng
French,cynocéphale,Laka,bàng+rà
French,cynocéphale,Mango,màadi
French,cynocéphale,Nar,màdi
French,cynocéphale,Ngambay,bàngilà
French,cynocéphale,Sar,màadà
French,chacal,Bebote,tàl
French,chacal,Bediondo,tàl
French,chacal,Gulay,tàl
French,chacal,Kaba_Na,tàl-bo6
French,chacal,Laka,tàl
French,chacal,Mbay,tàl
French,chacal,Mango,tàl
French,chacal,Ngambay,tàl
French,chacal,Sar,tàl
French,chameau,Bebote,)ä4mbàl
French,chameau,Bediondo,)4mbàl
French,chameau,Daba,3ä4mal
French,chameau,Gor,j)ämbal
French,chameau,Gulay,lùgimà
French,chameau,Kaba_Na,) 4màlà
French,chameau,Kaba,)4mbaàl
French,chameau,Laka,)j4mbàl
French,chameau,Mbay,jämbaàl
French,chameau,Mango,jämbäl
French,chameau,Nar,)4mbàl
French,chameau,Ngambay,)ämbäl
French,chameau,Sar,jé4mbàl
French,chameau,Ngam,)4mbal
French,champ,Bebote,"kÈlè, ndà5"
French,champ,Daba,kèm-nd95
French,champ,Gor,"mè-nd95,"
French,champ,Gulay,kèm-ko
French,champ,Kaba,"tà-nd35, nd5 : Kul=màgi"
French,champ,Laka,ndÿ
French,champ,Mbay,k5r
French,champ,Mango,ndèr
French,champ,Ngambay,nd35
French,champ,Sar,ndir
French,champ en jachère,Laka,dàlzm
French,champ en jachère,Mbay,gäw
French,champ en jachère,Mango,bày-1
French,champignon,Bebote,Pôyd : Ba=Boyd
French,champignon,Gor,bôoy
French,champignon,Gulay,Bèoyè
French,champignon,Kaba_Na,mbow
French,champignon,Kaba,Bè : Lx=Eè
French,champignon,Mbay,bèe
French,champignon,Mango,Pèyà
French,champignon,Nar,Pôyd
French,champignon,Ngambay,Bèyè
French,champignon,Sar,bèyè
French,"anson, chant",Bebote,pa
French,"anson, chant",Bediondo,pa
French,"anson, chant",Daba,pa
French,"anson, chant",Gor,pa
French,"anson, chant",Gulay,pa : KoN=1a
French,"anson, chant",Kaba,pa
French,"anson, chant",Laka,pa
French,"anson, chant",Mbay,paa
French,"anson, chant",Mango,pa
French,"anson, chant",Nar,pa
French,"anson, chant",Ngambay,pa
French,"anson, chant",Sar,pa
French,"anson, chant",Ngam,pa
French,1arbon,Bebote,kül
French,1arbon,Bediondo,kül
French,1arbon,Daba,kül
French,1arbon,Gor,kül
French,1arbon,Gulay,kül
French,1arbon,Kaba_Na,külù
French,1arbon,Kaba,kül
French,1arbon,Laka,küluü
French,1arbon,Mango,kül
French,1arbon,Nar,kül
French,1arbon,Ngambay,külu
French,1arbon,Sar,küûl
French,1arbon,Ngam,kül
French,1arognard,Bebote,mal
French,1arognard,Bediondo,mal : Do=mal
French,1arognard,Gor,mal
French,1arognard,Gulay,mal
French,1arognard,Kaba,mal
French,1arognard,Laka,mal
French,1arognard,Mango,mal
French,1arognard,Nar,mal
French,1arognard,Ngambay,mal
French,1arognard,Sar,mal
French,1arognard,Ngam,mal
French,asse; dieu de la chasse,Bebote,ndo
French,asse; dieu de la chasse,Mbay,k$1
French,asse; dieu de la chasse,Mango,ndd
French,asse; dieu de la chasse,Ngambay,ndo
French,asser dehors,Mbay,s$k#
French,asser dehors,Mango,sùkt
French,asser dehors,Sar,sôk#
French,at,Bebote,bàtü
French,at,Bediondo,bàtü
French,at,Gor,bàtü
French,at,Gulay,bàtü
French,at,Kaba_Na,ndäw
French,at,Kaba,bàtü
French,at,Laka,bàtü
French,at,Mango,bàtü
French,at,Nar,bàtü
French,at,Ngambay,bètü
French,at,Sar,milà
French,at,Ngam,milà-kèm-beé
French,at sauvage,Bebote,mÈilè
French,at sauvage,Bediondo,mÈilè
French,at sauvage,Gor,milè
French,at sauvage,Gulay,mülè
French,at sauvage,Kaba_Na,mùl à
French,at sauvage,Kaba,mül à
French,at sauvage,Laka,mùlà
French,at sauvage,Mango,mülè
French,at sauvage,Nar,milè-k£-wàé
French,at sauvage,Ngambay,mùl à
French,at sauvage,Sar,milà-bèm
French,at sauvage,Ngam,mÈlà
French,1atouiller,Bediondo,kif
French,1atouiller,Gulay,gètz
French,1atouiller,Kaba_Na,kâtI
French,1atouiller,Laka,ngérs
French,1atouiller,Mbay,kÎte
French,1atouiller,Nar,keté#
French,1atouiller,Ngambay,gid1
French,aud : être,Bebote,t£ngs
French,aud : être,Bediondo,"tèngs,"
French,aud : être,Daba,tinga
French,aud : être,Gor,n£ngs
French,aud : être,Gulay,tüngs
French,Français :,Kaba,tünga
French,Français :,Laka,nünga
French,Français :,Mbay,tfnga
French,Français :,Mango,tüngs
French,Français :,Nar,t£ngs : NgT-ténga
French,Français :,Ngambay,tüûnga
French,Français :,Sar,tènga
French,chauffer la base d'un arb,Bebote,3ù
French,chauffer la base d'un arb,Bediondo,9bE
French,chauffer la base d'un arb,Gulay,db#
French,chauffer la base d'un arb,Kaba_Na,SB5
French,chauffer la base d'un arb,Laka,Sb#
French,chauffer la base d'un arb,Mbay,dù
French,chauffer la base d'un arb,Mango,3bE
French,chauffer la base d'un arb,Nar,Ôb#
French,chauffer la base d'un arb,Ngambay,Ôb#
French,chauffer la base d'un arb,Sar,dw
French,chaussure,Bebote,sa
French,chaussure,Bediondo,sa
French,chaussure,Daba,poro
French,chaussure,Gor,sa
French,chaussure,Gulay,sa
French,chaussure,Kaba_Na,saka
French,chaussure,Kaba,sa
French,chaussure,Laka,sàbàgù
French,chaussure,Mbay,säa
French,chaussure,Mango,säba
French,chaussure,Nar,sa
French,chaussure,Ngambay,màarkébà
French,chaussure,Sar,sa
French,chaussure,Ngam,tara
French,chauve : être,Bebote,ngs
French,chauve : être,Gor,ngà
French,chauve : être,Gulay,ngà
French,chauve : être,Mbay,ng33
French,chauve : être,Mango,r
French,chauve : être,Nar,ng
French,chauve : être,Ngambay,ngs
French,chauve : être,Sar,ngà
French,chauve-souris de maison,Gulay,ngdkèr
French,chauve-souris de maison,Laka,do-kéw
French,chauve-souris de maison,Mango,ngdkèr
French,chauve-souris de maison,Nar,k£-ngdkèri
French,chauve-souris de maison,Ngambay,dà-1ù
French,"chauve-souris, esp. de",Bebote,dow
French,"chauve-souris, esp. de",Bediondo,do
French,"chauve-souris, esp. de",Daba,dow
French,"chauve-souris, esp. de",Gor,dow
French,"chauve-souris, esp. de",Gulay,do
French,"chauve-souris, esp. de",Kaba_Na,dôngi
French,"chauve-souris, esp. de",Kaba,dow
French,"chauve-souris, esp. de",Mango,do
French,"chauve-souris, esp. de",Nar,dow
French,"chauve-souris, esp. de",Ngambay,do
French,"chauve-souris, esp. de",Sar,dow
French,"chauve-souris, esp. de",Ngam,dow
French,chavirer,Bebote,ndùy
French,chavirer,Bediondo,ndùy
French,chavirer,Gor,déw
French,chavirer,Gulay,ndaùy
French,chavirer,Kaba,j1
French,chavirer,Laka,ndùy
French,chavirer,Mango,ndùy
French,chavirer,Ngambay,ndi
French,chef,Bebote,ngat
French,chef,Bediondo,ngat
French,chef,Gor,ngat
French,chef,Gulay,ngät
French,chef,Kaba_Na,kéngè
French,chef,Kaba,mbäy : Kul=kéngÈ
French,chef,Laka,mbéy
French,chef,Mango,ngar
French,chef,Nar,ngar : NJT=ngar
French,chef,Ngambay,mbàng
French,chef,Sar,ngär
French,chenille (sans poils),Bebote,tàw
French,chenille (sans poils),Bediondo,tàw
French,chenille (sans poils),Daba,tàw
French,chenille (sans poils),Gor,tàw
French,chenille (sans poils),Gulay,tàw
French,chenille (sans poils),Kaba,tàw
French,chenille (sans poils),Laka,tàw
French,chenille (sans poils),Mbay,tài
French,chenille (sans poils),Mango,tô
French,chenille (sans poils),Nar,tàa
French,chenille (sans poils),Ngambay,tàw
French,chenille (sans poils),Sar,-tàw
French,chenille poilue,Bebote,$f-13à1a
French,chenille poilue,Gor,njûws
French,chenille poilue,Gulay,ni{ib£
French,chenille poilue,Laka,bâlèdé
French,chenille poilue,Mbay,n)jüûwà
French,chenille poilue,Nar,nj£bs
French,chenille poilue,Ngambay,1à4g$f-1àa
French,chenille poilue,Sar,nj£fba
French,chercher,Bebote,säng#
French,chercher,Bediondo,sa
French,chercher,Daba,séa
French,chercher,Gor,sâng#
French,chercher,Gulay,säng
French,chercher,Kaba_Na,séle
French,chercher,Kaba,säng
French,chercher,Laka,sâng#
French,chercher,Mbay,säng
French,chercher,Mango,säng
French,chercher,Nar,sa
French,chercher,Ngambay,sa
French,chercher,Sar,sa
French,chercher,Ngam,sa
French,cheval,Bebote,s£nds
French,cheval,Bediondo,sinds
French,cheval,Daba,sûündé
French,cheval,Gor,s£nds
French,cheval,Gulay,sfnds
French,cheval,Kaba_Na,künda
French,cheval,Kaba,sünda : Kul=sünda
French,cheval,Laka,künda
French,cheval,Mbay,sindé
French,cheval,Mango,sinds
French,cheval,Nar,s£nds
French,cheval,Ngambay,kûnda
French,cheval,Sar,sindà
French,cheval,Ngam,s£ndà
French,) cheveux,Bebote,bisz-d3
French,) cheveux,Bediondo,bèisr-dù
French,) cheveux,Daba,bii-d5
French,) cheveux,Gor,bii-dù
French,) cheveux,Gulay,bit-dè
French,) cheveux,Kaba_Na,ng95
French,) cheveux,Kaba,biI-d5
French,) cheveux,Laka,bi-dà
French,) cheveux,Mbay,bist-d5
French,) cheveux,Mango,bèl-aù
French,) cheveux,Nar,yingà-d
French,) cheveux,Ngambay,yingà
French,) cheveux,Sar,ningà
French,cheville,Bediondo,kûkèlü-njà
French,cheville,Kaba_Na,àlè-saka
French,cheville,Laka,dd-kàw-künjé
French,cheville,Mbay,kùr-k66-njà
French,"chèvre, cabri",Bebote,b1 ys
French,"chèvre, cabri",Bediondo,biys
French,"chèvre, cabri",Daba,b1 yä
French,"chèvre, cabri",Gor,b1ys
French,"chèvre, cabri",Gulay,b1 ys
French,"chèvre, cabri",Kaba,b1 ya :Kul=vina
French,"chèvre, cabri",Laka,bI ya
French,"chèvre, cabri",Mbay,b1 ya
French,"chèvre, cabri",Mango,b1 ys
French,"chèvre, cabri",Nar,b1 ys
French,"chèvre, cabri",Ngambay,b1 ya
French,"chèvre, cabri",Sar,brya
French,"chèvre, cabri",Ngam,b1 ya
French,chicotte,Bebote,àbilày
French,chicotte,Bediondo,àbilày
French,chicotte,Gulay,ndéy : Mhb=àbilày
French,chicotte,Mango,ndé y
French,chicotte,Ngambay,ndé y
French,chicotte,Bebote,ndéy
French,chicotte,Bediondo,ndéy
French,chicotte,Daba,ndéy
French,chicotte,Laka,ndéy
French,chicotte,Mbay,ndé
French,chicotte,Ngambay,ndé y
French,chicotte,Sar,ndéÿ
French,chien,Bebote,bûsx
French,chien,Bediondo,b£s#t
French,chien,Daba,bis
French,chien,Gor,büsE
French,chien,Gulay,bist
French,chien,Kaba_Na,bisi
French,chien,Kaba,bist
French,chien,Laka,bist
French,chien,Mbay,bis£
French,chien,Mango,bis#t
French,chien,Nar,bist
French,chien,Ngambay,bist
French,chien,Sar,bisi
French,chien,Ngam,bisé
French,chiffon sur la tête,Gulay,ngès : Mh=ngdo
French,chiffon sur la tête,Mango,ngès
French,chiffon sur la tête,Sar,ngd0
French,choisir,Bebote,mbétz
French,choisir,Bediondo,mbétz
French,choisir,Gor,mbât+
French,choisir,Gulay,mbér
French,choisir,Kaba_Na,hée
French,choisir,Kaba,mbérz
French,choisir,Laka,mbérx : Mh=mbédx
French,choisir,Mango,mbét#
French,choisir,Ngambay,mbér
French,choisir,Sar,g+ra
French,chose,Bebote,né
French,chose,Bediondo,né
French,chose,Daba,yé
French,chose,Gor,yé
French,chose,Gulay,yé : Kul=n4mu
French,chose,Laka,né
French,chose,Mbay,yéa
French,chose,Mango,né
French,chose,Nar,y4
French,chose,Ngambay,né
French,chose,Sar,yéà
French,chose,Ngam,yé
French,chose dégoutant,Laka,yèm
French,chose dégoutant,Mbay,vyèr
French,chose dégoutant,Mango,yè
French,chose dégoutant,Ngambay,yèr
French,d'abord,Bebote,taà
French,d'abord,Bediondo,taà
French,d'abord,Daba,kém-ta
French,d'abord,Gor,taé
French,d'abord,Gulay,taà
French,d'abord,Kaba,Bé : Mh=t34
French,d'abord,Mango,ba4
French,d'abord,Nar,p4-tä
French,d'abord,Ngambay,B4
French,d'abord,Sar,"tàä,pà-ta"
French,d'abord,Ngam,-tä44
French,dans,Bebote,mè
French,dans,Bediondo,mèe
French,dans,Daba,kèm
French,dans,Gor,mè
French,dans,Gulay,kèm
French,dans,Kaba_Na,kàm
French,dans,Kaba,mè : Kul=hàm
French,dans,Laka,mè
French,dans,Mbay,kàn
French,dans,Mango,mèe
French,dans,Nar,kàm
French,dans,Ngambay,mè
French,dans,Sar,kèm
French,dans,Ngam,kèm
French,danser,Bebote,1è
French,danser,Bediondo,1è
French,danser,Daba,10
French,danser,Gor,1è
French,danser,Gulay,1è
French,danser,Kaba_Na,n)fk1
French,danser,Kaba,IlÈ
French,danser,Laka,nè
French,danser,Mbay,10
French,danser,Mango,1è
French,danser,Nar,ya
French,danser,Ngambay,1è
French,danser,Sar,ya
French,danser,Ngam,ya
French,chirer,Bebote,t1if
French,chirer,Bediondo,tri
French,chirer,Gor,t1i
French,chirer,Gulay,t{l
French,chirer,Kaba_Na,taha
French,chirer,Kaba,tTf : Kul=ndili
French,chirer,Laka,ét fi
French,chirer,Mbay,tii
French,chirer,Mango,tii
French,chirer,Nar,tii
French,chirer,Ngambay,tri
French,chirer,Sar,Flya
French,chirer,Ngam,"tii,njàr"
French,dans,Bebote,tit£
French,dans,Bediondo,"trté,tité"
French,dans,Gor,-mè-t#
French,dans,Gulay,tütü
French,dans,Kaba,kèt£
French,dans,Laka,kèné
French,dans,Mbay,tité
French,dans,Mango,tité
French,dans,Nar,tuté
French,dans,Ngambay,dàn-g£f
French,dans,Sar,tüt#
French,dans,Ngam,t5-t#
French,hors,Bebote,tägà
French,hors,Bediondo,ndägâ
French,hors,Gor,tâgà
French,hors,Gulay,nàtà
French,hors,Kaba_Na,gàs1
French,hors,Kaba,rakà
French,hors,Laka,dégäà
French,hors,Mango,ndét#
French,hors,Nar,ndà
French,hors,Ngambay,dégé
French,hors,Sar,ndégé
French,hors,Ngam,nètèé
French,jà,Bebote,ngàa
French,jà,Bediondo,bé
French,jà,Gor,"wdy, ngàa"
French,jà,Gulay,b4
French,jà,Mango,ngàä
French,jà,Nar,k5$
French,jà,Ngambay,mbé
French,jà,Sar,"b4,"
French,main,Bebote,10-t1
French,main,Bediondo,10-t1I
French,main,Daba,1lôt1
French,main,Gor,1lôt1i
French,main,Gulay,bàrè
French,main,Kaba_Na,y5-bit
French,main,Kaba,bàré
French,main,Laka,bàärà
French,main,Mbay,l1d0-t1i
French,main,Mango,"bôrè,bèrè"
French,main,Nar,binf
French,main,Ngambay,bèrè
French,main,Sar,biri
French,main,Ngam,-10trht
French,mander l'argent emprunté,Bebote,$aängz
French,mander l'argent emprunté,Gor,bangz
French,mander l'argent emprunté,Gulay,baäng
French,mander l'argent emprunté,Laka,baängz
French,mander l'argent emprunté,Mbay,bäng
French,"demander, poser (question)",Bebote,dèji
French,"demander, poser (question)",Bediondo,dèjà
French,"demander, poser (question)",Daba,njijo:Gor-=dèjà
French,"demander, poser (question)",Gulay,dèji
French,"demander, poser (question)",Kaba_Na,jirè
French,"demander, poser (question)",Kaba,ndù)ù : Kul=)jidyo
French,"demander, poser (question)",Laka,dè)i
French,"demander, poser (question)",Mbay,ndi)jè
French,"demander, poser (question)",Mango,dè;
French,"demander, poser (question)",Nar,dèjè
French,"demander, poser (question)",Ngambay,dèji:Sr-dijè
French,"demander, poser (question)",Ngam,ndijè
French,démanger,Bebote,nd0s
French,démanger,Bediondo,ndo00
French,démanger,Daba,ndo
French,démanger,Gor,ndo5
French,démanger,Kaba_Na,njùnu
French,démanger,Kaba,ndo5S
French,démanger,Laka,nd0c
French,démanger,Mbay,nd00
French,démanger,Mango,ndo5
French,démanger,Nar,nd00
French,démanger,Ngambay,ndoo
French,démanger,Sar,ndoo
French,démener; arracher,Bebote,näg£
French,démener; arracher,Bediondo,nag#
French,démener; arracher,Laka,när
French,démener; arracher,Mango,nàr
French,démener; arracher,Ngambay,nar
French,dents,Bebote,ngang#
French,dents,Bediondo,ngangz
French,dents,Gor,ngangx
French,dents,Gulay,gègi
French,dents,Kaba_Na,ngangä
French,dents,Kaba,ngaäang
French,dents,Laka,ngang#
French,dents,Mbay,ngang
French,dents,Mango,ngang
French,dents,Nar,ngang
French,dents,Ngambay,ngang
French,dents,Sar,ngang
French,dents,Ngam,ngang
French,dépasser,Bebote,t3y
French,dépasser,Bediondo,Èts
French,dépasser,Daba,tôy
French,dépasser,Gor,t9ÿ
French,dépasser,Gulay,dûm
French,dépasser,Kaba_Na,sàW
French,dépasser,Kaba,ùta
French,dépasser,Laka,dûm
French,dépasser,Mango,tdy
French,dépasser,Nar,"tôy, dûn"
French,dépasser,Ngambay,t3y
French,dépasser,Sar,tày
French,dépasser,Ngam,tÿ
French,"déplacer, se",Bebote,3t}E
French,"déplacer, se",Gor,dtà
French,"déplacer, se",Gulay,nd$été
French,"déplacer, se",Kaba_Na,yäy
French,"déplacer, se",Kaba,ngésE
French,"déplacer, se",Laka,"ddË,ngésx"
French,"déplacer, se",Mbay,ndétz
French,"déplacer, se",Mango,té
French,"déplacer, se",Nar,Ôti
French,"déplacer, se",Ngambay,ddi
French,"déplacer, se",Sar,nd$t#
French,déplumer,Bebote,t5r
French,déplumer,Bediondo,t5r
French,déplumer,Daba,tér
French,déplumer,Gor,tér
French,déplumer,Gulay,tér
French,déplumer,Kaba,t5r
French,déplumer,Mbay,rètà
French,déplumer,Mango,tér
French,déplumer,Nar,r6y
French,déplumer,Ngambay,t5r
French,déplumer,Ngam,rét#
French,déranger,Bebote,)5g#
French,déranger,Bediondo,n)#b5
French,déranger,Gor,tépé
French,déranger,Gulay,ndd
French,déranger,Kaba,)5kü
French,déranger,Laka,j5gx
French,déranger,Mango,)5g#
French,déranger,Nar,nj£bs
French,déranger,Ngambay,tébz
French,déranger,Sar,nj£ba
French,déranger,Ngam,nj£ba
French,derrière,Bebote,gidà
French,derrière,Bediondo,gidà
French,derrière,Daba,gid
French,derrière,Gor,gidi
French,derrière,Gulay,gidi
French,derrière,Kaba_Na,g5
French,derrière,Kaba,gir
French,derrière,Laka,gir
French,derrière,Mbay,gidi
French,derrière,Mango,gidà
French,derrière,Nar,gidi
French,derrière,Ngambay,gir:Sr-=gidà
French,descendre,Bebote,dùsi
French,descendre,Bediondo,"rèisà, rûsà"
French,descendre,Daba,dis
French,descendre,Gor,ùr
French,descendre,Gulay,disi
French,descendre,Kaba_Na,rèji
French,descendre,Kaba,disi
French,descendre,Mbay,disi
French,descendre,Mango,disi
French,descendre,Nar,disi:NgT-disi
French,descendre,Ngambay,disi
French,descendre,Sar,risà
French,descendre; entrer,Bebote,ùr
French,descendre; entrer,Bediondo,ùr : Do=ùd
French,descendre; entrer,Gor,"ùr, ùr"
French,descendre; entrer,Kaba,ùrû
French,descendre; entrer,Laka,ùr
French,descendre; entrer,Mbay,ùdi
French,descendre; entrer,Mango,ùr
French,descendre; entrer,Nar,ùdà
French,descendre; entrer,Ngambay,"ùr, ùr"
French,descendre; entrer,Sar,"ùd},"
French,"dessins, couleurs",Gulay,bél
French,"dessins, couleurs",Kaba,£-nda;ji
French,"dessins, couleurs",Laka,B41 : Mh=641
French,"dessins, couleurs",Mango,641
French,"dessins, couleurs",Nar,Bbél
French,"détacher, délier",Bebote,tüt#
French,"détacher, délier",Bediondo,tüût#
French,"détacher, délier",Gor,tütü
French,"détacher, délier",Gulay,tüûtü
French,"détacher, délier",Kaba_Na,téti
French,"détacher, délier",Kaba,tütu
French,"détacher, délier",Laka,tüdu
French,"détacher, délier",Mango,tüt#
French,"détacher, délier",Nar,tüt#
French,"détacher, délier",Ngambay,-tüdu
French,"détacher, délier",Sar,tüûtr
French,détruire; abîmer,Bebote,tüjz
French,détruire; abîmer,Bediondo,nùjà
French,détruire; abîmer,Gor,tüûjr:Gu-tüjü
French,détruire; abîmer,Kaba_Na,tüjù
French,détruire; abîmer,Kaba,tüju
French,détruire; abîmer,Laka,tüj1
French,détruire; abîmer,Mbay,"nûjé,tüjé"
French,détruire; abîmer,Mango,"büjüurü,tüju"
French,détruire; abîmer,Nar,nùjà
French,détruire; abîmer,Ngambay,tüj1
French,détruire; abîmer,Sar,nùj?
French,dette,Bebote,bängz
French,dette,Bediondo,kzirs
French,dette,Gor,bangz
French,dette,Gulay,kürs
French,dette,Kaba_Na,Kküra
French,dette,Kaba,Pang
French,dette,Laka,bängz
French,dette,Mango,kürs
French,dette,Nar,k£rs
French,dette,Ngambay,Baäng
French,dette,Sar,kzra
French,dette,Ngam,k+da
French,deux,Bebote,06
French,deux,Bediondo,)06
French,deux,Daba,jéd
French,deux,Gor,)06
French,deux,Gulay,j)06
French,deux,Kaba_Na,j06
French,deux,Kaba,j06 : Kul=jeé
French,deux,Laka,j06
French,deux,Mbay,)06
French,deux,Mango,j06
French,deux,Nar,j06
French,deux,Ngambay,)06
French,deux,Sar,j06
French,deux,Ngam,j1y6
French,devant,Bebote,n9
French,devant,Bediondo,n9
French,devant,Daba,nû
French,devant,Gor,n0
French,devant,Gulay,n0
French,devant,Kaba,n0
French,devant,Laka,n0
French,devant,Mbay,n9
French,devant,Mango,nd
French,devant,Nar,n9
French,devant,Ngambay,n0
French,devant,Sar,n0
French,devant,Bebote,tà
French,devant,Bediondo,tà
French,devant,Gor,tà
French,devant,Gulay,tà
French,devant,Kaba,tà
French,devant,Laka,tà
French,devant,Mbay,tà
French,devant,Mango,tà
French,devant,Nar,tè
French,devant,Ngambay,tà
French,devant,Sar,tà
French,devinette,Bebote,tèr-tà
French,devinette,Bediondo,sû-kàdr-nà3-6e
French,devinette,Gor,sû-kàdi-nà-be
French,devinette,Gulay,sû-ta-Pe:Lk-qüstü-tàr
French,devinette,Mbay,sùngéo
French,devinette,Mango,sü-kàdr-nàa-be
French,devinette,Nar,sû-k£-titz-bzrs
French,devinette,Ngambay,sû-Bbe
French,devinette,Sar,sûüngé
French,diarrhée : avoir,Bebote,ndèng#
